gen,max,mean,std 
0,87.16288884003683,2.786964725138214,20.39202420467743
1,87.16288884003683,10.516336653724675,26.75161586838634
2,87.13935834262664,23.107573442605116,33.239350664494985
3,87.13935834262664,38.190836048383204,35.89341653418974
4,87.13935834262664,45.14498570354419,40.33809430690176
5,87.91935834262664,68.6479695409397,32.09738230345767
6,87.13935834262664,51.63222847283074,37.92888838543015
7,87.31935834262663,52.744755570976054,39.38125711627997
8,87.52586946817496,74.68747444908394,27.166932934348345
9,90.7735479947156,65.66338818182952,33.28419336484081
10,90.7735479947156,61.81297883313512,39.490299737343975
11,90.7735479947156,77.59934773784266,26.015825050849934
12,90.7735479947156,55.82084831699044,40.93233851884521
13,90.7735479947156,53.11886685944646,40.86045432241471
14,90.7735479947156,58.75594927736607,34.48481968953125
