gen,max,mean,std 
0,83.53871032945963,8.28323987656666,25.585172723148936
1,85.2035304309518,10.786248038702755,25.002183455866838
2,85.80631983303938,18.84661240129038,30.502278006686044
3,86.33574420258549,23.46141313609676,34.99696864133677
4,87.13935834262664,41.510140263154874,37.841815891110365
5,87.13935834262664,51.962744954106725,39.77014006982165
6,87.13935834262664,58.83819309241378,40.027584513356004
7,87.13935834262664,67.24067499392814,35.12443488232106
8,87.13935834262664,85.32998372068955,6.510745663154447
9,87.13935834262664,69.00359067318787,32.69610656771615
10,87.13935834262664,72.01303947815481,32.09335808583466
11,87.52586946817496,69.68658852483608,34.27247174776665
12,87.52586946817496,79.87227432676133,21.40521158240639
13,87.5561748176703,84.02024815303494,9.017148711688462
14,87.5561748176703,70.32859885075688,33.59015572684184
