gen,max,mean,std 
0,91.57237888630937,9.011411784502389,27.548136397095497
1,92.47212383121041,30.03250704545341,37.71956915751999
2,92.47212383121041,43.51230786335238,37.795309087051145
3,92.47212383121041,66.3223613751633,37.22653658045909
4,92.47212383121041,70.4975017677998,35.560122113915085
5,92.47212383121041,82.671448587202,19.95220627511531
6,92.47212383121041,88.05698798536318,12.873021321800431
7,92.47212383121041,91.5648350985546,1.7641311205021148
8,92.47212383121041,87.29974695079554,12.738813908366188
9,92.47212383121041,85.69078619555546,15.265304113549233
10,92.47212383121041,81.35067419875233,18.4521333343912
11,92.47212383121041,84.82100938742168,14.97944211714983
12,92.47212383121041,86.58001784074995,12.574122887454518
13,92.47212383121041,84.56859570923247,14.890659317063118
14,92.47212383121041,86.39245821813971,12.490150514425682
